life_expectancy,adult_mortality,infant_deaths,percentage_expenditure,measles,bmi,under-five_deaths,polio,diphtheria,hiv/aids,thinness__1-19_years,thinness_5-9_years,income_composition_of_resources,schooling
74.9,94.0,1,805.3956346,12,63.5,1,75.0,81.0,0.1,4.7,4.7,0.752,13.3
74.7,95.0,1,8.140373615,22,63.0,1,75.0,81.0,0.1,4.7,4.7,0.746,13.2
74.5,98.0,1,69.13924862,24,62.5,1,75.0,81.0,0.1,4.7,4.7,0.74,13.1
74.4,98.0,1,8.906931168,373,61.9,1,75.0,8.0,0.1,4.7,4.6,0.731,12.9
74.1,1.0,1,534.5795695,956,61.4,1,75.0,78.0,0.1,4.7,4.6,0.733,13.2
73.9,11.0,1,630.0540722999998,618,6.8,1,74.0,77.0,0.1,4.7,4.6,0.0,13.7
73.7,13.0,1,618.3614857999999,213,6.2,1,74.0,75.0,0.1,4.7,4.6,0.0,14.2
73.5,15.0,1,527.9176618,526,59.7,1,74.0,74.0,0.1,4.8,4.7,0.0,14.8
73.2,17.0,1,70.13207838,36,59.1,1,77.0,77.0,0.1,4.8,4.7,0.0,15.2
73.0,11.0,1,510.6035166,8,58.6,1,8.0,8.0,0.1,4.9,4.7,0.0,15.0
72.7,112.0,1,404.3879434,5,57.9,1,83.0,83.0,0.1,4.9,4.8,0.0,14.9
53.7,484.0,4,0.0,0,32.6,6,9.0,93.0,9.3,5.5,5.3,0.495,10.7
52.1,522.0,4,162.1278115,0,32.0,6,9.0,93.0,9.4,5.8,5.6,0.491,10.8
52.1,518.0,4,153.34431469999996,516,31.4,6,9.0,93.0,9.6,6.1,5.9,0.484,11.1
52.2,513.0,4,168.13489919999995,179,3.8,6,93.0,95.0,9.0,6.4,6.2,0.479,11.0
52.3,52.0,4,195.825251,172,3.2,6,95.0,96.0,10.5,6.8,6.6,0.469,11.0
51.1,527.0,4,154.8705998,2488,29.7,6,92.0,93.0,13.4,7.2,7.0,0.464,10.9
49.4,566.0,4,104.3144732,0,29.2,6,89.0,91.0,18.2,7.6,7.4,0.453,10.8
47.8,592.0,5,91.85432774,0,28.8,6,86.0,88.0,27.3,8.0,7.8,0.447,10.7
46.2,633.0,4,9.18432717,2,28.3,6,87.0,88.0,30.0,8.4,8.3,0.44,10.6
45.3,654.0,5,71.15577609,1,27.9,6,88.0,89.0,34.1,8.8,8.7,0.4370000000000001,10.7
44.5,675.0,5,57.90369752,0,27.4,6,88.0,89.0,34.8,9.3,9.2,0.4370000000000001,10.7
44.8,666.0,5,67.91361818,31,26.9,7,89.0,9.0,34.6,9.7,9.7,0.439,10.7
45.5,648.0,5,5.3009020410000005,1,26.4,7,9.0,9.0,33.8,1.2,1.1,0.44,10.5
46.4,622.0,5,3.53457351,0,25.9,7,84.0,84.0,32.5,1.6,1.6,0.446,10.4
47.8,586.0,5,38.57187011,217,25.4,7,78.0,78.0,31.2,11.1,11.1,0.443,10.3
49.3,543.0,5,29.86616464,660,24.9,7,82.0,83.0,29.8,11.5,11.6,0.445,9.6
61.4,259.0,8,0.0,1060,27.3,11,52.0,52.0,0.9,6.5,6.4,0.4270000000000001,9.9
58.1,329.0,8,54.37396957,34,26.7,11,49.0,5.0,0.9,6.7,6.5,0.426,9.9
61.1,258.0,9,45.04892458,0,26.1,11,75.0,76.0,1.1,6.8,6.7,0.419,9.8
67.0,261.0,9,48.09891474,43,25.6,12,8.0,8.0,1.2,7.0,6.9,0.416,9.6
62.0,266.0,9,60.44658161,279,25.0,12,77.0,77.0,1.5,7.2,7.0,0.406,9.5
59.7,272.0,9,41.91052416,2200,24.5,13,71.0,7.0,1.8,7.4,7.2,0.403,9.6
59.2,277.0,10,5.592170255,6,24.0,13,84.0,81.0,2.1,7.6,7.4,0.4,9.7
58.6,281.0,10,40.03344077,1,23.4,14,79.0,75.0,2.4,7.7,7.6,0.394,9.8
57.9,286.0,10,3.686899287,1,22.9,14,67.0,65.0,2.8,7.9,7.8,0.383,9.9
56.7,32.0,11,15.79934152,20,22.4,15,66.0,6.0,3.0,8.1,8.1,0.377,10.0
55.3,316.0,12,22.39648813,8,22.0,16,66.0,6.0,3.1,8.3,8.3,0.3720000000000001,10.1
54.0,329.0,12,17.85870796,4,21.5,17,47.0,31.0,3.2,8.5,8.5,0.335,10.2
50.0,42.0,13,9.758449266,142,21.1,18,49.0,35.0,3.2,8.7,8.7,0.373,10.3
56.0,371.0,13,10.424369,131,2.7,19,51.0,39.0,3.1,8.8,8.9,0.376,10.4
51.5,333.0,14,16.72142854,1379,2.4,20,54.0,42.0,3.1,9.0,9.0,0.386,10.5
51.9,39.0,14,12.19709744,5977,2.2,20,56.0,46.0,3.1,9.2,9.2,0.338,8.7
72.7,138.0,1,0.0,82,64.8,2,97.0,97.0,0.1,5.8,5.5,0.7190000000000001,13.4
72.4,143.0,2,0.0,372,63.8,2,94.0,94.0,0.1,5.7,5.5,0.73,13.4
72.9,134.0,2,0.0,0,62.8,2,96.0,96.0,0.1,5.7,5.5,0.735,13.4
72.9,133.0,2,0.0,320,61.8,2,98.0,98.0,0.1,5.6,5.4,0.706,13.7
71.3,161.0,2,36.11567366,0,6.9,2,98.0,98.0,0.1,5.6,5.4,0.7559999999999999,14.0
72.8,132.0,2,52.50394196,0,59.9,2,98.0,98.0,0.1,5.6,5.4,0.755,14.3
72.7,132.0,2,63.55170297,329,59.0,2,98.0,98.0,0.1,5.6,5.4,0.757,14.6
72.6,132.0,2,532.6700005,8,58.2,2,98.0,98.0,0.1,5.5,5.4,0.757,14.8
72.5,132.0,2,54.87891060000001,59,57.4,3,98.0,98.0,0.1,5.5,5.4,0.7559999999999999,15.1
72.2,134.0,2,493.415341,1,56.7,3,98.0,98.0,0.1,5.5,5.4,0.752,15.4
71.9,138.0,2,472.3047034,292,56.0,3,98.0,98.0,0.1,5.5,5.4,0.748,15.7
71.5,141.0,2,31.80653288,2771,55.3,3,97.0,97.0,0.1,5.5,5.4,0.747,15.9
71.3,144.0,3,295.1166511,0,54.6,3,95.0,95.0,0.1,5.6,5.4,0.74,16.0
71.1,146.0,3,29.13434871,3890,54.0,3,93.0,93.0,0.1,5.6,5.4,0.736,15.8
71.0,147.0,3,362.3817951,633,53.4,3,94.0,94.0,0.1,5.6,5.5,0.732,15.7
78.0,148.0,3,457.32022360000013,0,52.8,3,94.0,94.0,0.1,5.7,5.5,0.727,15.5
73.6,165.0,0,0.0,50,62.4,0,93.0,93.0,0.1,2.6,2.6,0.846,16.5
73.4,169.0,0,2211.744178,11,61.9,0,93.0,93.0,0.1,2.6,2.7,0.841,16.5
73.0,178.0,0,1968.816817,35,61.4,0,93.0,93.0,0.1,2.7,2.7,0.8340000000000001,16.4
73.0,176.0,0,1807.071336,0,6.9,0,93.0,93.0,0.1,2.7,2.7,0.83,16.5
72.8,18.0,0,1758.822757,7,6.5,0,92.0,92.0,0.1,2.7,2.8,0.826,16.7
72.4,188.0,0,1423.8023859999996,2,6.0,0,95.0,95.0,0.1,2.8,2.8,0.8240000000000001,16.8
72.2,192.0,0,1446.529217,0,59.7,0,98.0,98.0,0.1,2.8,2.9,0.825,16.6
71.1,224.0,0,1888.149904,1,59.3,0,96.0,96.0,0.1,2.9,2.9,0.82,16.5
72.0,24.0,0,1581.5119140000004,0,59.0,0,95.0,95.0,0.1,2.9,3.0,0.812,16.4
76.0,229.0,0,116.504961,1,58.7,0,94.0,94.0,0.1,3.0,3.0,0.807,16.4
78.0,222.0,0,913.699529,1,58.4,0,93.0,94.0,0.1,3.0,3.1,0.7979999999999999,16.2
71.6,24.0,0,76.36187737,1,58.1,0,9.0,94.0,0.1,3.1,3.1,0.792,16.3
71.6,22.0,0,80.99710054,1,57.8,0,91.0,94.0,0.1,3.2,3.2,0.78,15.8
71.4,22.0,0,561.9168642000002,103,57.5,0,97.0,95.0,0.1,3.3,3.3,0.77,15.3
71.2,21.0,0,42.87208671,7,57.2,0,97.0,95.0,0.1,3.3,3.3,0.757,14.7
71.6,2.0,0,373.2605532,19,56.9,0,92.0,94.0,0.1,3.4,3.4,0.745,14.0
82.0,63.0,0,0.0,0,61.3,0,99.0,99.0,0.1,1.0,0.9,0.8959999999999999,13.9
81.7,65.0,0,16255.16198,0,6.9,0,99.0,99.0,0.1,1.0,0.9,0.892,13.9
81.4,68.0,0,15515.75234,0,6.5,0,99.0,99.0,0.1,0.9,0.9,0.892,13.9
81.1,7.0,0,2284.58215,2,6.1,0,99.0,99.0,0.1,0.9,0.9,0.892,13.9
88.0,72.0,0,17028.527980000006,6,59.6,0,96.0,99.0,0.1,0.9,0.9,0.894,13.9
86.0,73.0,0,2267.252192000001,0,59.2,0,96.0,99.0,0.1,0.9,0.9,0.884,13.7
83.0,76.0,0,2052.3930760000007,0,58.8,0,96.0,99.0,0.1,0.9,0.9,0.888,13.5
80.0,8.0,0,18961.3486,1,58.4,0,96.0,99.0,0.1,0.9,0.9,0.887,13.5
79.7,82.0,0,267.051312,0,57.9,0,96.0,99.0,0.1,0.9,0.9,0.877,13.5
79.4,85.0,0,15345.4907,8,57.5,0,99.0,99.0,0.1,0.9,0.9,0.88,13.5
78.8,9.0,0,1346.246697,0,57.0,0,99.0,99.0,0.1,1.0,0.9,0.8740000000000001,13.5
78.7,92.0,0,12372.05188,0,56.4,0,99.0,99.0,0.1,1.0,0.9,0.867,13.5
78.6,92.0,0,10111.38928,1,55.8,0,99.0,98.0,0.1,1.0,0.9,0.865,13.6
78.3,95.0,0,910.5062778,0,55.2,0,99.0,99.0,0.1,1.0,0.9,0.86,13.5
78.0,96.0,0,7877.33656,0,54.6,0,99.0,99.0,0.1,1.0,1.0,0.8540000000000001,13.4
77.8,98.0,0,8246.130437,0,54.0,0,99.0,99.0,0.1,1.0,1.0,0.848,13.5
65.5,22.0,28,0.0,3,2.5,38,71.0,69.0,0.3,7.1,7.1,0.511,10.3
65.1,225.0,29,5.339065673,3,2.0,39,73.0,73.0,0.3,7.2,7.1,0.509,10.3
64.7,23.0,29,79.50882493,6,19.5,40,73.0,74.0,0.4,7.3,7.2,0.508,10.3
64.3,235.0,30,59.97914461,2,19.0,42,71.0,7.0,0.4,7.4,7.3,0.506,10.2
63.8,241.0,31,78.79967196,0,18.5,43,73.0,73.0,0.4,7.5,7.4,0.504,10.2
63.3,248.0,32,76.60442169,1,18.0,45,7.0,7.0,0.5,7.6,7.5,0.503,10.2
62.8,254.0,33,71.16601203,0,17.6,47,76.0,77.0,0.5,7.7,7.6,0.5,9.7
62.3,259.0,34,6.448762615,3,17.1,49,77.0,77.0,0.5,7.8,7.7,0.491,9.4
61.9,261.0,35,55.43034455,0,16.7,51,83.0,84.0,0.6,7.9,7.8,0.483,9.1
61.4,263.0,36,38.41870375,2,16.3,54,83.0,85.0,0.6,8.0,7.9,0.478,9.0
69.0,265.0,37,33.74786198,0,15.8,56,8.0,85.0,0.6,8.1,8.0,0.473,8.9
64.0,267.0,38,23.72796328,35558,15.4,58,74.0,78.0,0.6,8.2,8.1,0.466,8.7
59.9,268.0,40,37.12894787,62233,15.0,60,65.0,66.0,0.7,8.3,8.3,0.457,8.5
59.3,271.0,41,47.5262138,10795,14.7,63,61.0,62.0,0.7,8.5,8.4,0.462,8.3
58.7,276.0,42,42.56331585,9357,14.3,65,6.0,6.0,0.7,8.6,8.5,0.456,8.2
57.9,283.0,44,35.66125056,35256,13.9,68,58.0,57.0,0.6,8.7,8.6,0.0,8.0
58.3,365.0,26,0.0,0,19.6,38,88.0,88.0,4.8,6.4,6.2,0.473,10.8
57.6,377.0,27,59.48744893,3,19.2,40,87.0,91.0,5.1,6.5,6.3,0.466,10.7
56.7,394.0,29,55.83107625,1,18.8,42,89.0,89.0,6.3,6.5,6.4,0.459,10.7
55.3,42.0,31,82.76865922,11,18.4,46,95.0,96.0,8.3,6.6,6.5,0.454,10.7
54.1,441.0,32,13.77617463,26,18.0,50,97.0,97.0,11.2,6.7,6.6,0.444,10.6
52.9,462.0,35,9.728005297000001,118712,17.6,54,86.0,93.0,13.7,6.8,6.7,0.43,10.2
51.5,491.0,36,7.915071247999999,21,17.3,56,93.0,93.0,14.9,6.9,6.8,0.415,9.9
50.0,525.0,36,74.34482999,20,16.9,58,92.0,91.0,16.9,7.0,6.9,0.4,9.6
48.5,559.0,37,4.269511381,143,16.6,59,88.0,87.0,19.3,7.1,7.0,0.387,9.7
47.1,587.0,38,6.847033785,1,16.2,61,99.0,99.0,21.1,7.3,7.1,0.377,9.6
46.0,66.0,39,5.670640102,184,15.9,62,94.0,93.0,22.4,7.4,7.2,0.371,9.7
45.1,615.0,40,58.13583343,1116,15.5,65,94.0,89.0,23.4,7.5,7.4,0.366,10.0
44.6,613.0,43,4.375316094,167,15.2,70,85.0,84.0,24.2,7.6,7.5,0.362,10.3
44.0,67.0,46,3.885394742,92,14.8,75,79.0,64.0,24.7,7.7,7.6,0.388,10.4
43.5,599.0,48,12.79760626,150,14.4,80,86.0,9.0,25.1,7.9,7.7,0.387,10.1
43.1,588.0,51,13.76270195,304,14.1,84,73.0,75.0,25.5,8.0,7.9,0.391,10.7
75.0,123.0,4,0.0,1318,4.6,4,99.0,99.0,0.1,7.5,7.3,0.787,13.1
74.8,126.0,4,721.3655432,221,39.5,4,97.0,97.0,0.1,7.6,7.4,0.7829999999999999,13.0
74.6,128.0,3,110.6779711,195,38.5,4,97.0,97.0,0.1,7.8,7.6,0.779,12.9
74.5,129.0,3,101.609245,1868,37.4,4,97.0,97.0,0.1,7.9,7.7,0.7759999999999999,12.9
74.3,13.0,3,9.23002632,1569,36.3,4,96.0,96.0,0.1,8.0,7.8,0.774,13.0
74.1,131.0,3,65.56659662,73,35.3,4,96.0,96.0,0.1,8.2,8.0,0.764,12.8
74.0,131.0,3,431.5452472,153,34.4,4,97.0,97.0,0.1,8.3,8.2,0.7559999999999999,12.6
73.8,132.0,3,438.4519214,334,33.4,4,97.0,97.0,0.1,8.5,8.3,0.747,12.5
73.7,133.0,3,409.9812523,394,32.5,4,97.0,97.0,0.1,8.7,8.5,0.736,12.3
73.6,134.0,3,365.9113978,564,31.6,4,95.0,95.0,0.1,8.8,8.6,0.732,12.7
73.4,135.0,3,297.5913833,1407,3.7,4,96.0,96.0,0.1,9.0,8.8,0.7340000000000001,12.9
73.2,137.0,3,315.6639322,5729,29.8,4,95.0,95.0,0.1,9.2,8.9,0.731,12.7
73.1,138.0,3,264.24961290000005,632,28.8,4,96.0,96.0,0.1,9.3,9.1,0.7240000000000001,12.1
72.9,14.0,4,216.7029481,408,27.9,4,94.0,94.0,0.1,9.5,9.3,0.723,12.0
72.7,144.0,4,210.2417002,2198,27.0,5,95.0,96.0,0.1,9.7,9.4,0.725,11.9
72.4,149.0,4,23.37167228,6187,26.0,5,98.0,98.0,0.1,9.8,9.6,0.715,11.6
78.5,61.0,0,0.0,0,27.4,0,99.0,99.0,0.1,13.6,13.6,0.701,12.7
78.2,62.0,0,2051.748615,0,26.2,0,99.0,99.0,0.1,13.6,13.7,0.693,12.7
77.9,64.0,0,1626.591186,0,25.1,0,99.0,99.0,0.1,13.7,13.8,0.6829999999999999,12.4
77.6,65.0,0,1259.940376,0,24.1,0,99.0,99.0,0.1,13.8,13.9,0.675,12.1
77.3,67.0,0,1079.893546,0,23.1,0,96.0,96.0,0.1,13.9,14.0,0.6629999999999999,11.8
76.7,73.0,0,91.13971812,0,22.1,0,97.0,96.0,0.1,14.0,14.1,0.653,11.6
76.3,75.0,0,100.503021,6,21.2,0,98.0,98.0,0.1,14.1,14.2,0.6509999999999999,11.8
75.9,81.0,0,1077.712092,0,2.3,0,98.0,98.0,0.1,14.2,14.3,0.6409999999999999,11.8
75.4,82.0,0,6.491488597999999,20,19.5,0,98.0,98.0,0.1,14.3,14.4,0.632,11.9
75.0,88.0,0,659.8499118,47,18.7,0,98.0,98.0,0.1,14.3,14.5,0.622,12.0
74.3,93.0,0,620.9518909,1395,18.0,0,98.0,98.0,0.1,14.4,14.5,0.625,12.1
73.4,16.0,0,611.9093566,37,17.3,0,96.0,96.0,0.1,14.5,14.6,0.617,12.2
72.7,112.0,0,491.4978908,75,16.7,0,98.0,98.0,0.1,14.6,14.7,0.601,11.8
71.8,124.0,0,4.299053392,926,16.2,0,98.0,98.0,0.1,14.6,14.7,0.597,12.0
78.0,129.0,0,41.30688803,0,15.6,0,97.0,98.0,0.1,14.7,14.8,0.5870000000000001,11.8
69.6,139.0,0,300.1621026,20,15.2,0,98.0,98.0,0.1,14.8,14.8,0.5770000000000001,11.3
58.2,266.0,52,0.0,215,23.8,84,66.0,64.0,1.5,7.7,7.5,0.438,8.4
57.8,272.0,52,46.56231672,290,23.2,85,74.0,73.0,1.6,7.9,7.7,0.43,8.2
57.3,275.0,53,36.86104319,221,22.5,86,7.0,69.0,1.6,8.1,7.9,0.421,8.0
57.2,27.0,53,96.5465827,341,21.9,88,72.0,66.0,1.5,8.3,8.1,0.411,7.7
56.8,271.0,54,101.8113996,24,21.3,90,72.0,66.0,1.5,8.5,8.3,0.404,7.5
56.5,273.0,54,9.585584394,1719,2.7,91,77.0,73.0,1.5,8.8,8.5,0.396,7.3
56.0,276.0,55,84.63438925,2939,2.2,93,77.0,73.0,1.6,9.0,8.8,0.385,7.1
55.5,278.0,55,102.1413744,98,19.6,94,74.0,74.0,1.6,9.2,9.0,0.36,5.8
55.0,282.0,56,81.84050069999998,2,19.0,96,76.0,74.0,1.7,9.4,9.3,0.363,6.4
54.3,288.0,57,67.70920683,128,18.5,98,79.0,78.0,1.8,9.7,9.5,0.35,6.1
53.6,29.0,57,60.21211141,33,18.0,101,78.0,77.0,1.9,9.9,9.7,0.338,5.8
52.8,296.0,58,57.11644801,172,17.5,103,7.0,69.0,2.0,1.1,1.0,0.333,5.5
52.0,299.0,59,6.6604517770000005,232,17.0,106,67.0,63.0,2.2,1.3,1.2,0.318,5.2
51.2,31.0,60,3.67646576,717,16.5,108,65.0,61.0,2.3,1.5,1.5,0.308,4.9
55.0,34.0,60,4.395885717,4464,16.1,110,56.0,49.0,2.4,1.8,1.7,0.297,4.6
49.8,37.0,60,23.94507124,1578,15.6,111,53.0,43.0,2.5,11.0,1.9,0.29100000000000004,4.4
81.7,54.0,0,0.0,2,69.6,0,97.0,97.0,0.1,0.8,0.8,0.853,14.6
81.4,55.0,0,409.6000248,0,69.2,0,99.0,99.0,0.1,0.8,0.8,0.847,14.3
81.1,57.0,0,374.2947283,0,68.8,0,99.0,99.0,0.1,0.8,0.7,0.828,14.2
81.0,58.0,0,343.123395,0,68.4,0,99.0,99.0,0.1,0.8,0.7,0.821,14.1
87.0,59.0,0,3601.287457,3,68.0,0,96.0,96.0,0.1,0.8,0.7,0.826,14.8
83.0,62.0,0,278.06870510000005,0,67.6,0,76.0,76.0,0.1,0.8,0.7,0.8190000000000001,14.6
82.0,63.0,0,335.5180568,1,67.1,0,73.0,73.0,0.1,0.8,0.7,0.815,14.4
80.0,64.0,0,2655.573684,1,66.6,0,72.0,72.0,0.1,0.7,0.7,0.813,14.6
79.6,65.0,0,2578.8883140000007,2,66.1,0,76.0,74.0,0.1,0.7,0.7,0.8079999999999999,14.4
79.3,66.0,0,2380.699796,1,65.6,0,83.0,85.0,0.1,0.7,0.7,0.809,14.8
79.0,67.0,0,2247.035692000001,6,65.0,0,94.0,92.0,0.1,0.7,0.7,0.805,14.8
78.7,69.0,0,203.3157499,4,64.5,0,89.0,89.0,0.1,0.7,0.7,0.797,14.2
78.5,71.0,0,1678.392773,4,63.9,0,94.0,94.0,0.1,0.7,0.7,0.79,13.8
78.2,75.0,0,1552.740429,7,63.4,0,95.0,95.0,0.1,0.7,0.7,0.7859999999999999,13.8
77.8,79.0,0,130.0150391,2,62.8,0,95.0,95.0,0.1,0.7,0.7,0.7829999999999999,13.7
77.5,8.0,0,134.3547253,2,62.3,0,94.0,94.0,0.1,0.8,0.7,0.779,13.8
63.1,25.0,0,871.8783173,0,81.6,0,79.0,79.0,0.1,0.1,0.1,0.6275510645976182,0.0
63.1,25.0,8,0.0,1,3.8,12,67.0,73.0,0.9,7.8,7.5,0.513,8.5
63.0,26.0,8,80.92679802,14,3.1,12,84.0,84.0,0.9,8.0,7.7,0.509,8.5
62.7,28.0,8,8.88028118,62,29.4,12,8.0,8.0,1.1,8.1,7.9,0.501,8.2
62.5,29.0,8,62.48419552,35,28.8,12,8.0,8.0,1.2,8.3,8.1,0.491,7.8
62.2,212.0,8,79.27658464,234,28.1,12,73.0,75.0,1.2,8.5,8.3,0.487,7.7
62.0,214.0,8,8.353074798,1292,27.4,12,52.0,64.0,1.2,8.7,8.5,0.484,7.6
61.7,215.0,8,11.14504291,322,26.8,12,63.0,64.0,1.2,8.9,8.7,0.476,7.1
61.4,217.0,8,61.76263795,4,26.1,12,73.0,74.0,1.3,9.2,8.9,0.475,7.2
61.2,219.0,8,7.35400072,11,25.5,12,75.0,75.0,1.3,9.4,9.1,0.475,7.4
69.0,221.0,8,55.79836969,22,24.8,12,68.0,68.0,1.3,9.6,9.4,0.466,7.2
66.0,223.0,8,55.12187071,127,24.2,12,71.0,71.0,1.3,9.8,9.6,0.461,7.2
64.0,224.0,8,5.00378288,5039,23.6,12,68.0,7.0,1.3,1.0,9.8,0.451,6.7
63.0,226.0,8,29.65370899,3611,22.9,12,75.0,76.0,1.3,1.3,1.1,0.447,6.6
62.0,228.0,7,4.113190741,883,22.3,12,91.0,89.0,1.2,1.5,1.3,0.446,6.5
61.0,229.0,7,28.782245,1398,21.7,12,75.0,75.0,1.2,1.7,1.5,0.444,6.5
60.0,23.0,7,8.594570232,0,21.1,11,58.0,51.0,1.1,1.9,1.7,0.443,6.4
74.6,146.0,0,0.0,0,33.3,0,98.0,97.0,0.1,6.9,6.8,0.779,15.2
74.2,148.0,0,115.2784282,0,32.8,0,98.0,97.0,0.1,7.0,6.9,0.769,14.7
74.1,147.0,0,917.467628,0,32.3,0,98.0,98.0,0.1,7.0,7.0,0.765,14.7
73.9,154.0,0,915.1859205,0,31.8,0,98.0,98.0,0.1,7.1,7.0,0.7559999999999999,14.3
73.6,158.0,0,918.807245,2,31.3,0,98.0,98.0,0.1,7.1,7.1,0.748,14.1
73.3,163.0,0,0.108055973,12,3.7,0,99.0,99.0,0.2,7.2,7.2,0.74,14.0
72.8,166.0,0,624.2361827999998,15,3.2,0,99.0,99.0,0.1,7.3,7.3,0.7340000000000001,13.8
72.7,166.0,0,6.6489825,12,29.7,0,99.0,99.0,0.1,7.4,7.3,0.728,13.6
72.9,161.0,0,582.5143743,13,29.1,0,96.0,97.0,0.1,7.5,7.4,0.72,13.5
71.8,165.0,0,502.3844946,3,28.6,0,98.0,97.0,0.1,7.6,7.5,0.713,13.4
72.1,168.0,0,479.9234077,7,28.0,0,97.0,97.0,0.1,7.7,7.6,0.7040000000000001,13.0
71.9,168.0,0,509.3899943,28,27.5,0,98.0,98.0,0.1,7.8,7.7,0.696,12.8
71.5,174.0,0,407.779262,777,26.9,0,99.0,99.0,0.1,7.9,7.8,0.687,12.6
71.5,179.0,0,369.6317105,0,26.4,0,88.0,88.0,0.1,7.9,7.9,0.6829999999999999,12.5
71.5,177.0,0,70.15536981,0,25.8,0,93.0,92.0,0.1,8.0,8.0,0.6729999999999999,12.2
71.0,177.0,0,336.32133260000006,0,25.3,0,88.0,88.0,0.1,8.1,8.1,0.667,12.1
76.7,122.0,30,0.0,0,63.5,35,87.0,87.0,0.1,1.5,1.5,0.758,13.3
76.6,122.0,31,168.173753,3,62.8,36,87.0,87.0,0.1,1.6,1.5,0.754,13.1
76.6,12.0,32,150.408875,0,62.1,37,83.0,83.0,0.1,1.6,1.5,0.753,12.9
76.3,123.0,33,112.696486,0,61.5,38,99.0,99.0,0.1,1.6,1.5,0.748,12.7
76.1,124.0,34,1117.196097,3,6.8,39,97.0,97.0,0.1,1.6,1.6,0.745,12.6
75.6,127.0,35,1033.0397369999996,0,6.1,40,95.0,95.0,0.1,1.6,1.6,0.7390000000000001,12.5
75.7,13.0,36,881.7364326999998,0,59.4,42,95.0,95.0,0.1,1.7,1.6,0.738,12.5
75.6,127.0,37,159.87722639999996,0,58.7,43,96.0,96.0,0.1,1.7,1.6,0.735,12.3
76.0,123.0,38,105.7476131,0,57.9,45,98.0,98.0,0.1,1.7,1.7,0.731,12.3
75.8,125.0,40,980.2537444,23,57.2,47,98.0,98.0,0.1,1.8,1.7,0.723,12.2
75.3,126.0,42,998.3498049,6,56.4,49,98.0,98.0,0.1,1.8,1.7,0.7190000000000001,12.2
75.4,124.0,44,920.8284115,64,55.7,52,98.0,98.0,0.1,1.8,1.8,0.7140000000000001,12.1
75.0,127.0,46,781.2062827999998,44,54.9,55,98.0,98.0,0.1,1.9,1.8,0.708,11.9
75.0,127.0,49,12.1859723,0,54.1,58,98.0,97.0,0.1,1.9,1.8,0.703,11.6
75.0,126.0,52,13.31109532,3,53.2,62,97.0,97.0,0.1,1.9,1.9,0.7,11.6
74.8,129.0,55,10.22840118,30,52.4,66,97.0,97.0,0.1,2.0,1.9,0.6940000000000001,11.4
69.4,166.0,0,0.0,0,69.4,0,71.0,72.0,0.1,0.2,0.2,0.637,11.7
69.4,164.0,0,0.0,140,68.7,0,76.0,77.0,0.1,0.2,0.2,0.639,11.7
69.2,166.0,0,0.0,0,68.1,0,81.0,81.0,0.1,0.2,0.2,0.6409999999999999,11.7
69.0,168.0,0,0.0,0,67.5,0,81.0,81.0,0.1,0.2,0.2,0.64,11.7
68.9,169.0,0,0.0,0,67.0,0,83.0,84.0,0.1,0.2,0.2,0.638,11.7
68.7,171.0,0,0.0,0,66.4,0,85.0,85.0,0.1,0.2,0.2,0.633,11.5
68.5,172.0,0,0.0,0,65.8,0,81.0,91.0,0.1,0.2,0.2,0.629,11.4
68.4,174.0,0,0.0,0,65.2,0,88.0,85.0,0.1,0.2,0.2,0.628,11.2
68.2,175.0,0,0.0,0,64.7,0,79.0,79.0,0.1,0.2,0.2,0.625,11.0
68.0,176.0,0,0.0,0,64.1,0,81.0,67.0,0.1,0.2,0.2,0.622,10.9
67.9,178.0,0,0.0,0,63.6,0,94.0,94.0,0.1,0.2,0.2,0.617,10.7
67.7,179.0,0,0.0,0,63.2,0,82.0,78.0,0.1,0.2,0.2,0.616,10.5
67.5,18.0,0,0.0,0,62.8,0,88.0,92.0,0.1,0.2,0.2,0.612,10.4
66.2,21.0,0,0.0,0,62.4,0,84.0,84.0,0.1,0.2,0.2,0.608,10.2
67.2,183.0,0,0.0,0,62.0,0,79.0,75.0,0.1,0.3,0.2,0.604,10.1
67.0,185.0,0,0.0,0,61.5,0,85.0,85.0,0.1,0.3,0.3,0.0,0.0
68.8,222.0,0,0.0,0,61.5,0,99.0,99.0,0.1,4.839703856749312,4.870316804407714,0.6275510645976182,11.992792792792793
68.8,222.0,1,0.0,20359,52.7,1,99.0,99.0,0.1,2.2,2.3,0.733,14.8
68.4,225.0,1,281.0023992,0,51.5,1,99.0,99.0,0.1,2.2,2.3,0.7290000000000001,14.8
68.1,227.0,1,241.1958645,0,5.4,1,98.0,98.0,0.1,2.2,2.3,0.72,14.7
67.8,231.0,1,253.8285861,0,49.2,2,99.0,99.0,0.1,2.2,2.3,0.7120000000000001,14.7
67.3,235.0,1,257.8403154,0,48.0,2,99.0,99.0,0.1,2.2,2.3,0.701,14.6
66.3,25.0,1,22.31624272,7,46.9,2,96.0,96.0,0.1,2.2,2.3,0.693,14.3
66.9,235.0,1,134.1678932,8,45.9,2,96.0,95.0,0.1,2.2,2.3,0.6859999999999999,13.8
67.4,225.0,2,181.0123284,31,44.9,2,95.0,96.0,0.1,2.2,2.3,0.6729999999999999,13.4
65.9,26.0,2,126.698109,12,43.9,2,99.0,95.0,0.1,2.2,2.4,0.6609999999999999,13.0
